tmdb_id,title,original_title,release_date,origin_country,language,genres,keywords,runtime,short_summary,tagline,status,budget,revenue,production_companies,production_countries,poster_url,backdrop_url,homepage,trailer_url,imdb_id,wikidata_id,instagram_id,instagram_url,twitter_id,twitter_url,facebook_id,facebook_url,popularity,vote_average,vote_count
1291321,Sweetheart!,ஸ்வீட் ஹார்ட்,2025-03-14,IN,ta,"Romance, Comedy, Drama","strained relationship, premarital sex, unexpected pregnancy, toxic love, sweetheart!",144,"Vasu, a gifted animator with a troubled past, is forced to face his commitment issues when his partner Manu reveals her pregnancy.",,Released,580743,,YSR Films,India,https://image.tmdb.org/t/p/w500/bHxP4Mdgc6RwFZi7b1JDPXDus8j.jpg,https://image.tmdb.org/t/p/original/iYVTjTqGraQFr2mh3o4UB07LwYu.jpg,,https://www.youtube.com/watch?v=S2Brsjl_1gg,tt33051459,Q133202868,,,,,,,2.49,4.6,9
496331,Brahmāstra Part One: Shiva,ब्रह्मास्त्र पहला भाग: शिवा,2022-09-08,IN,hi,"Action, Adventure, Fantasy","superhero, mythology, astraverse",168,"The story of Shiva – a young man on the brink of an epic love, with a girl named Isha. But their world is turned upside down when Shiva learns that he has a mysterious connection to the Brahmāstra... and a great power within him that he doesn’t understand just yet - the power of Fire.",The God of all elements.,Released,22000000,,"Dharma Productions, Prime Focus, Starlight Pictures",India,https://image.tmdb.org/t/p/w500/x61qdvHIsr9U53FwoLVDQqAGur0.jpg,https://image.tmdb.org/t/p/original/9oAqll65ytlOBLzZwUwkmo5RwIK.jpg,,https://www.youtube.com/watch?v=JwZRx6IGL_k,tt6277462,Q27957908,,,,,,,2.8,6.3,193
1444032,Masthishka Maranam,മസ്തിഷ്‌ക മരണം,2026-02-27,IN,ml,"Science Fiction, Comedy, Thriller",,147,"Plunging into a virtual reminiscence challenge to assuage his sorrow, a heartbroken dad uncovers a shocking revelation about Frida Soman, his long-admired icon and globally beloved luminary.",,Released,,,Ajith Vinayaka Films Pvt Ltd,India,https://image.tmdb.org/t/p/w500/9RAnO6kPsoZTVPTVNeJ2sLE0HK.jpg,https://image.tmdb.org/t/p/original/xaQpm2vKptcy05nxrBuYs0mjnaO.jpg,,https://www.youtube.com/watch?v=bIp3rb0LArE,tt36187149,Q138510258,,,,,,,2.49,6.0,2
1448170,CHAMPION,ఛాంపియన్,2025-12-25,IN,te,"History, Drama","sports drama, football",167,"An aspiring football star desperately seeks a way to travel to England to play for a famous team, but his journey leads him to a village waging a bloody conflict.",,Released,,,"Swapna Cinema, Zee Studios, Vyjayanthi Movies",India,https://image.tmdb.org/t/p/w500/mC8s4ZUt1bTAL3OAlZGSSEs3Ieo.jpg,https://image.tmdb.org/t/p/original/lpi4D78RsCA0cZoDr5U2q6ZvBTb.jpg,,https://www.youtube.com/watch?v=5V9gNyaKpxg,tt27136041,,,,,,,,2.35,6.8,6
734253,Adipurush,आदिपुरुष,2023-06-16,IN,hi,"Action, Adventure, Fantasy","ramayana, based on myths, legends or folklore, cgi-live action hybrid",179,"7000 years ago, Ayodhya's Prince Raghava and Prince Sesh along with the Mighty Vanar Warriors travels to the island of Lanka with an aim to rescue Raghava's wife Janaki, who has been abducted by Lankesh, the king of Lanka.",Celebrating Victory Of Good Over Evil,Released,63000000,54300000,"Retrophiles, T-Series, AA Films",India,https://image.tmdb.org/t/p/w500/1H2xEZOixs0z0JKwyjANZiKNNVJ.jpg,https://image.tmdb.org/t/p/original/xjjHH1SxphgYtwCCdAlN5wmYGqR.jpg,,,tt12915716,Q105605280,,,,,,,2.98,4.6,105
592508,Sooryavanshi,सूर्यवंशी,2021-11-05,IN,hi,"Action, Crime, Thriller","police, sequel, police officer, cop universe",145,"A fearless, faithful albeit slightly forgetful Mumbai cop, Veer Sooryavanshi, the chief of the Anti-Terrorism Squad in India pulls out all the stops and stunts to thwart a major conspiracy to attack his city.",Police is coming.,Released,13000000,35000000,"Reliance Entertainment, Dharma Productions, Rohit Shetty Productionz",India,https://image.tmdb.org/t/p/w500/zgEc1Tn4iKvttPUzkMOUB4BNoXK.jpg,https://image.tmdb.org/t/p/original/7w06baRS9VPm5RYz8lawTCLiR4j.jpg,,https://www.youtube.com/watch?v=u5r77-OQwa8,tt9531772,Q61994951,,,,,,,2.99,5.8,172
1143407,Sky Force,स्काई फ़ोर्स,2025-01-24,IN,hi,"Action, Thriller, War, History","based on true story, historical epic, indian air force, pakistani air force",125,"In the 1965 Indo-Pak War, India faces a devastating surprise attack. Wing Commander Ahuja leads a retaliatory strike, but Squadron Leader Vijaya goes missing after a heroic solo engagement against a superior enemy jet. Ahuja spends 23 years seeking the truth and uncovering a cover-up.",Some missions end. Others last a lifetime.,Released,,,"Maddock Films, Jio Studios",India,https://image.tmdb.org/t/p/w500/f1KLUpaW7rbXhUm5SxG1lpPFFCJ.jpg,https://image.tmdb.org/t/p/original/pwfXx2O3eFXi5dtWCV5XJPQJgqN.jpg,,https://www.youtube.com/watch?v=PKsVB1wPZ78,tt27056066,Q122909399,,,,,,,1.98,6.6,44
1020951,Chandu Champion,चंदू चैंपियन,2024-06-14,IN,hi,Drama,"sports, paralympics, biography, based on true story, battlefield, soldier, swimming, military, disability, boxing, paralympic games, athlete, sports drama, based on real person, sport",143,"9 bullet wounds (one still in the body), three different sports and an unshakable determination to fulfill the dream of an Olympic Gold later, Muralikant Petkar, India's first Paralympian to finish at the top of the podium, got the recognition by his own country 45 years after he achieved what no athlete from his country could.",The Man Who Refused To Surrender,Released,1600000,,"Nadiadwala Grandson Entertainment, Kabir Khan Films, Pen Studios",India,https://image.tmdb.org/t/p/w500/AprEYzaWgMuSQtJXMxz1P5Z3e3P.jpg,https://image.tmdb.org/t/p/original/b21xN1TVcFeuEKdSGxEjGKfOYhE.jpg,,https://www.youtube.com/watch?v=IHQQK_Wn5DM,tt27470893,Q124218653,,,,,,,2.31,7.2,32
1163194,Lost Ladies,लापता लेडीज़,2024-03-01,IN,hi,"Comedy, Drama, Romance","bride, rural india, adventure",123,"In 2001, somewhere in rural India, two young brides get accidentally swapped on a train. In the ensuing chaos, they both encounter a host of colourful characters, resulting in hilarious and unexpected consequences.",Sometimes you have to lose your way to find yourself,Released,,330000000,"Aamir Khan Productions, Jio Studios, Kindling Pictures",India,https://image.tmdb.org/t/p/w500/cGG5hCwPnMvuKzvUBnxo5y3DcVM.jpg,https://image.tmdb.org/t/p/original/uUVXEEyMsyWxrcbmAppUCYg6egV.jpg,https://tiff.net/events/lost-ladies,https://www.youtube.com/watch?v=hGM87LCJxRc,tt21626284,Q124714626,,,,,,,2.42,7.8,142
634120,777 Charlie,777 ಚಾರ್ಲಿ,2022-06-10,IN,kn,"Drama, Adventure, Comedy","road trip, dog man friendship",166,Dharma is stuck in a rut with his negative and lonely lifestyle and spends each day in the comfort of his loneliness. A pup named Charlie who is naughty and energetic which is a complete contrast with the Dharma’s character enters his life and gives him a new perspective towards it.,A Tale of Dharmaraj in Kaliyug,Released,,,"Paramvah Studios, KVN Productions, Suresh Productions",India,https://image.tmdb.org/t/p/w500/qArPmXH0aWsT3SEtYl8XrU2Oz48.jpg,https://image.tmdb.org/t/p/original/3Sdi32wfIIOtDz1hYik6bGe1iWC.jpg,https://777charlie.com/,https://www.youtube.com/watch?v=Z3r7f9zw-mo,tt7466810,Q97401953,777charliemovie,https://www.instagram.com/777charliemovie/,777CharlieMovie,https://twitter.com/777CharlieMovie,777charlie,https://www.facebook.com/777charlie,1.7,7.7,65
811944,Game Changer,గేమ్‌ ఛేంజర్‌,2025-01-09,IN,te,"Action, Drama","bureaucrat, anti-corruption",164,"Ram, a newly appointed district collector, takes charge in a city in Andhra Pradesh and immediately confronts the deeply entrenched corruption and inefficiency plaguing the government. Determined to bring reforms, he initiates sweeping changes, sparking a fierce conflict with a powerful state Minister.",The game is about to change!,Released,47000000,21915000,Sri Venkateswara Creations,India,https://image.tmdb.org/t/p/w500/qtOGsZoLW7QceqKmsOy5nSM6Aik.jpg,https://image.tmdb.org/t/p/original/aBw406SvghTKV6CTK9t84Bo9Xik.jpg,,,tt14209618,Q110917109,,,GameChangerOffl,https://twitter.com/GameChangerOffl,,,1.74,4.7,24
1290190,Lokah Chapter 1: Chandra,ലോകഃ Chapter 1: ചന്ദ്ര,2025-08-28,IN,ml,"Action, Adventure, Fantasy","female superhero, vampiress (female vampire), supernatural ability, wayfarer cinematic universe (wcu)",151,"The story follows Chandra , a mysterious, goth-influenced woman who has just moved to Bangalore and begins working night shifts at a café. Across the road from her apartment live Sunny and Venu, two aimless bachelors. Sunny becomes infatuated with Chandra, observing her odd routines, strange visitors, and reclusive nature. Their dynamic changes when Sunny gets a glimpse of Chandra in her act.",They live among us,Released,3379386,34242894,Wayfarer Films,India,https://image.tmdb.org/t/p/w500/nRn6is4m5sikO1rSoCoRT2rYtXB.jpg,https://image.tmdb.org/t/p/original/tkRZ8BpIlvQIFBQWwEHuAlxczyb.jpg,,https://www.youtube.com/watch?v=64XHtNWTB5o,tt33372494,Q134972728,lokahofficial,https://www.instagram.com/lokahofficial/,,,,,2.04,7.4,46
617405,Marakkar: Lion of the Arabian Sea,മരക്കാർ - അറബിക്കടലിൻ്റെ സിംഹം,2021-12-01,IN,ml,"History, War, Action",malayalam,182,"‘Marakkar Lion of the Arabian Sea’ portrays the courageous life-events of a rebellious naval chief, Kunjali Marakkar the fourth, who fought against the Portuguese in the ancient times. He was the fourth naval chief of the Calicut Zamorin. The film revolves around him who was also the first Indian Naval Commander and Indian freedom fighter for the war against the Portuguese. He is said to have won 16 such battles with his impeccable strategies and fighting skills.",Lion of the Arabian Sea,Released,14000000,,"Aashirvad Cinemas, Moonshot Entertainments, Confident Group",India,https://image.tmdb.org/t/p/w500/dKylmkXLLgPYER5wq9ChsFFCSbG.jpg,https://image.tmdb.org/t/p/original/brYDbavm5eBw029OHFm41gc1Osn.jpg,,,tt8345300,Q60737800,marakkar_official,https://www.instagram.com/marakkar_official/,marakkarmovie,https://twitter.com/marakkarmovie,MarakkarArabikadalinteSimham,https://www.facebook.com/MarakkarArabikadalinteSimham,1.87,5.6,26
601635,Laal Singh Chaddha,लाल सिंह चड्ढा,2022-08-11,IN,hi,"Drama, Romance, Comedy","mentally disabled, based on novel or book, remake, india, foreign language adaptation, based on movie, indian army, official adaptation, based on novel",164,"Events in India's history — from the Emergency and the famous Cricket World Cup win to the Punjab riots ,  unfold from the perspective of an innocent Sikh man Laal Singh Chaddha, a person with a low IQ but high optimism. Laal is able to achieve everything under the sun but his childhood love continues to elude him.","Who knows, are we part of a story, or does a story lie within each of us?",Released,23000000,16000000,"Aamir Khan Productions, Viacom18 Studios, Paramount Pictures",India,https://image.tmdb.org/t/p/w500/g5rNmcznZX0UPm8CGjfk7kHcAbq.jpg,https://image.tmdb.org/t/p/original/gvLBtBXQyeEFYeG5LEIvYa7avVg.jpg,,https://www.youtube.com/watch?v=6Tg5BLRmTcg,tt10028196,Q73093255,,,,,,,1.96,6.3,89
858082,Ponniyin Selvan: Part II,பொன்னியின் செல்வன்: பாகம் 2,2023-04-28,IN,ta,"Action, Adventure, History, Drama","based on novel or book, heir to the throne, historical fiction, 10th century",164,"968 AD. The Pandyan assassins gather once again to destroy the Chola dynasty. Now the mighty Chola princes must fight the Pandyas, the Rashtrakutas and other Chola enemies who have joined forces. Also, at play are the rumours of Ponniyin Selvan’s death at sea, the powerful Pazhuvettarayar’s betrayal, and the tragic destiny of Aditha Karikalan, whose heart was long lost to the vengeful Nandini.",The Cholas are Back,Released,29500000,40000000,"Madras Talkies, Lyca Productions",India,https://image.tmdb.org/t/p/w500/1fMM5yjLYJNfO3CSQBpfC1kqeIK.jpg,https://image.tmdb.org/t/p/original/dWwcwqAOkS6e4GCRJ5fC9iSVx9O.jpg,,https://www.youtube.com/watch?v=2DlOYVF_eOI,tt22444570,Q117810920,,,,,,,1.88,6.2,61
1148172,Do Patti,दो पत्ती,2024-10-24,IN,hi,"Thriller, Drama","twins, thriller",128,A puzzling investigation leads a no-nonsense cop down a dark path involving the vicious rivalry between twin sisters and the volatile man they both love.,A truth hidden in every lie.,Released,,,"Blue Butterfly Films, Kathha Pictures",India,https://image.tmdb.org/t/p/w500/wbXSE68cDwqUPsHJcpdu7I5kSLK.jpg,https://image.tmdb.org/t/p/original/g0VFxhLingCTYXL1z9nR8YD7WH4.jpg,https://www.netflix.com/title/81681817,https://www.youtube.com/watch?v=i4uHAM1BF6M,tt28075881,Q130424855,,,,,,,1.86,6.9,58
1015981,Jolly LLB 3,Jolly LLB 3,2025-09-19,IN,hi,"Drama, Comedy","playful, dramatic",156,"The third part of the Jolly LLB trilogy brings back Jagdish Tyagi and Jagdishwar Mishra for the biggest face-off as penurious widow Janki Devi Solanki awaits justice against business tycoon Haribhai Khaitan in a satire on the judiciary, justice and the gulf between the privileged and the people on the other side of the spectrum.",,Released,,,"Star Studios, Kangra Talkies",India,https://image.tmdb.org/t/p/w500/bwRoU9p5GvjxgPfmIgsfcJ4ydng.jpg,https://image.tmdb.org/t/p/original/gC1kJpDPtaogbq7N543si20jC0w.jpg,,https://www.youtube.com/watch?v=eSgJ8PfSUSk,tt27996020,Q126013443,,,,,,,1.97,6.3,34
1222479,Mirai,మిరాయి,2025-09-12,IN,te,"Action, Adventure, Fantasy",mirai collection,166,"Following the historic Kalinga battle, where King Ashoka of the Maurya dynasty emerged as the winner, he chose to walk the path of peace instead of continuing warfare. Yet, the kingdom appointed nine warriors to protect some ancient scriptures rumored to have the ability to make someone divine or godlike.",SUPER YODHA,Released,,,People Media Factory,India,https://image.tmdb.org/t/p/w500/gVzWHYThVODV5MgccDoyQxPFXve.jpg,https://image.tmdb.org/t/p/original/1Xw1Gh4XTWwrkIIISOGFBMPvO8.jpg,,https://www.youtube.com/watch?v=xnubQ829q0c,tt30858568,Q132794955,,,,,,,1.81,6.2,18
672125,Love Mocktail,ಲವ್ ಮಾಕ್‌ಟೇಲ್‌,2020-01-31,IN,kn,"Romance, Drama","platonic love, love, tragic love, teenage love, first love",153,"Love Mocktail is a 2020 Indian Kannada-language romantic drama film directed by Krishna in his director debut and jointly produced by Krishna, Milana Nagaraj. The film stars Krishna, Milana Nagaraj in the lead roles. The film was released on 31 January 2020.",,Released,266103,665258,,India,https://image.tmdb.org/t/p/w500/tZyFtfXdTt5KU07GUOiW5GPhZD7.jpg,https://image.tmdb.org/t/p/original/5VPIkLkBHKBd1QvewF4iDRPQK2j.jpg,,,tt10919132,Q85782465,,,,,,,1.81,6.4,17
1428301,#Single,సింగిల్,2025-05-09,IN,te,"Comedy, Romance",,127,"Vijay, a bank employee, falls in love with Purva at first sight and attempts to get closer to her in hopes of winning her affection. Meanwhile, Harini who secretly harbours feelings for Vijay, begins to follow him—turning his love life into a comedic triangle.",,Released,,,Geetha Arts,India,https://image.tmdb.org/t/p/w500/3cX5JISvLrOrwfb0gCOV7Mz7if0.jpg,https://image.tmdb.org/t/p/original/pmh5zE5vRGrJ6GVidKLaHJK0Uf9.jpg,,,tt35694565,Q134389880,,,,,,,1.64,5.2,12
1531852,Hey Balwanth,హే భగవాన్!,2026-02-19,IN,te,"Comedy, Drama",,132,"Expecting to inherit the family business, a young man instead finds himself running a very different enterprise while juggling love, lies, and an unexpected legacy.",,Released,,,Trishul Visionary Studios,India,https://image.tmdb.org/t/p/w500/3e3mWungTL3A4mnFtfqt3bdKxtx.jpg,https://image.tmdb.org/t/p/original/7w8bKWH6DzCdKgIEb46qmgIxQ74.jpg,,,tt37342587,,,,,,,,1.44,5.3,3
1110390,Teri Baaton Mein Aisa Uljha Jiya,तेरी बातों में ऐसा उलझा जिया,2024-02-09,IN,hi,"Romance, Comedy, Science Fiction","romcom, robotics, romantic misunderstanding, human android relationship, human robot",143,A robotics engineer searching for his perfect partner finds himself falling in love with a human-like android.,An impossible love story,Released,,,"Maddock Films, Jio Studios",India,https://image.tmdb.org/t/p/w500/vwsBpnwmMO0xtIgxvCrViJgZhVj.jpg,https://image.tmdb.org/t/p/original/grsqPFaIOnOERVrDykdcvzjOq4t.jpg,,,tt27459160,Q124260479,,,,,,,2.11,5.8,52
1137339,Kesari Chapter 2: The Untold Story of Jallianwala Bagh,केसरी चैप्टर 2: जलियांवाला बाग की अनकही कहानी,2025-04-17,IN,hi,"Drama, History","biography, lawyer, 20th century, intense",135,"A dramatization of the life story of C. Sankaran Nair, the lawyer who fought for the truth behind the Jallianwala Bagh massacre.",A Revolution Painted in Courage.,Released,,,"Prudent Village, Cape Of Good Films, Leo Media Collective","India, Ireland",https://image.tmdb.org/t/p/w500/jgGSqe1YgSot6Y1zDVTVkbsZ46z.jpg,https://image.tmdb.org/t/p/original/7vGWPw9y9uJ8SZ17oyy2Ts3EmdD.jpg,,https://www.youtube.com/watch?v=r-7g08INMSI,tt3562110,Q133808481,,,,,,,1.71,7.0,29
1141320,The Family Star,ద ఫ్యామిలీ స్తార్,2024-04-04,IN,te,"Family, Romance, Comedy, Drama, Action",,155,"Govardhan, a devoted architect from Hyderabad, juggles supporting his extended family while seeking a partner who understands his commitments. When he discovers Indu thesis on his family, he challenges her, leading to unexpected twists as they navigate misunderstandings and eventually find love amidst sacrifice and understanding",,Released,,,Sri Venkateswara Creations,India,https://image.tmdb.org/t/p/w500/2mLyHeWwU0Ocv9Jvk72IDqZqT7G.jpg,https://image.tmdb.org/t/p/original/1EECShloaXfQpXLphUzpDKxSTeA.jpg,,,tt26655108,Q123141571,,,,,,,2.05,4.7,16
657644,Minnal Murali,മിന്നൽ മുരളി,2021-12-16,IN,ml,"Action, Comedy, Fantasy","superhero, supervillain, weekend cinematic universe (wcu)",158,A tailor gains special powers after being struck by lightning but must take down an unexpected foe if he is to become the superhero his hometown in Kerala needs.,,Released,2111711,,Weekend Blockbusters,India,https://image.tmdb.org/t/p/w500/efetKFDyptrRpoHBb103Tg3Auw5.jpg,https://image.tmdb.org/t/p/original/3la3qXbP1LNG3fV072uK2UkuZ9H.jpg,,,tt7268738,Q95432716,minnalmuraliofficial,https://www.instagram.com/minnalmuraliofficial/,minnal_murali,https://twitter.com/minnal_murali,,,1.6,7.2,329
1084812,Aavesham,ആവേശം,2024-04-11,IN,ml,"Comedy, Action",,156,Three college freshmen in Bangalore befriend an eccentric gangster to get revenge on their senior bullies.,,Released,3400000,,"Anwar Rasheed Entertainments, Fahadh Faasil and Friends Private Limited",India,https://image.tmdb.org/t/p/w500/k5RWPaNjgRcNvGoawYaQHQwyctI.jpg,https://image.tmdb.org/t/p/original/6WxEPaZGFWmQegUmseoGtlTKtQq.jpg,,https://www.youtube.com/watch?v=OsMqr3556F8,tt26660021,Q125372922,,,,,,,2.02,7.5,84
966719,Kisi Ka Bhai... Kisi Ki Jaan,किसी का भाई... किसी की जान,2023-04-21,IN,hi,"Romance, Action",,144,"Bhaijaan, a self-defense trainer lives happily as a bachelor with his three brothers Moh, Ishq and Luv and uses violence to settle disputes. When his brothers, who’ve already found partners, come together to fix a match for him, Bhagya Lakshmi, Bhaijaan decides to mend his ways for his lover's sake. All hell breaks loose when he learns about Bhagya's family facing threats from their haunting past.",,Released,,,Salman Khan Films,India,https://image.tmdb.org/t/p/w500/yJ2JqgfWniQLnXPM5WkM7f1rqaY.jpg,https://image.tmdb.org/t/p/original/qXO9MCiFIvrC1N4gTJmvLvcqb6x.jpg,,,tt3679040,Q112161059,,,,,,,1.88,5.1,31
1184889,Jigra,जिगरा,2024-10-10,IN,hi,"Action, Drama, Thriller",depressing,155,"When Ankur is wrongfully imprisoned and sentenced to death in a foreign country, his steely sister Satya is driven by a lethal resolve to break him free.",,Released,,,"Dharma Productions, Eternal Sunshine Productions",India,https://image.tmdb.org/t/p/w500/mhnT27mgtiMNowOhAlMWSqBoSyb.jpg,https://image.tmdb.org/t/p/original/rxh0nZxZMZ7jogcCKcMpYZkoq1C.jpg,https://www.netflix.com/title/81730619,https://www.youtube.com/watch?v=JmEy8uid_Hk,tt26733317,Q129900370,,,,,,,1.93,6.0,65
980599,Bhool Bhulaiyaa 3,भूल भुलैया 3,2024-11-01,IN,hi,"Horror, Comedy","haunted house, sequel, vengeful spirit, west bengal",158,"Rooh Baba ventures into a haunted mansion in the kingdom of Raktaghat in West Bengal, where he confronts two vengeful spirits, both asserting to be Manjulika.",,Released,17600000,45700000,"T-Series, Cine1 Studios",India,https://image.tmdb.org/t/p/w500/3AfHD1HoaQpQwKH8kxRdBKVmzeU.jpg,https://image.tmdb.org/t/p/original/1TdCtQaAqZhKRSOSbPi1EPToJxN.jpg,,https://www.youtube.com/watch?v=6YMY62tMLUA,tt26932223,Q126954881,,,,,,,1.76,5.5,41
974713,Nay Varan Bhat Loncha Kon Nai Koncha,Nay Varan Bhat Loncha Kon Nai Koncha,2022-01-14,IN,mr,"Drama, Crime",,92,"This movie is a brutal look at coming of age in a city whose citizens have been famished by brutality and sin for centuries. It is said that the night sky of Mumbai has been forever haunted - hiding the beautiful twinkling stars by the curse of countless lives lost in a ruthlessly expanding city. The film, soaked in the fog of these ancestors, explores what it takes to grow up in a deprived community, looking to satiate the hunger of one's soul. Enacted by two young souls, The film is a director",,Released,,,,India,https://image.tmdb.org/t/p/w500/w44lbLfseKtOZWRDdGmPqEqMBsA.jpg,,,,tt17067156,,,,,,,,2.01,7.5,2
1398359,Tourist Family,டூரிஸ்ட் ஃபாமிலி,2025-04-30,IN,ta,"Comedy, Drama, Family","illegal immigration, xenophobia, protect humanity",128,A quirky Sri Lankan family seeking a fresh start in India transforms a disconnected neighborhood into a vibrant community with their infectious love and kindness.,,Released,,,"Million Dollar Studios, MRP Entertainment",India,https://image.tmdb.org/t/p/w500/rEffPihtdQXiXfRdfq7pPM5JDqa.jpg,https://image.tmdb.org/t/p/original/9aecROz2WTJVxO0MMKrMDQsx7F6.jpg,,https://www.youtube.com/watch?v=uuk7SQ4vue8,tt34915705,Q133816460,,,,,,,2.1,7.9,34
870387,Sharmaji Namkeen,शर्माजी नमकीन,2022-03-31,IN,hi,"Comedy, Drama",coming of age,119,"Late Rishi Kapoor in his swansong plays B. G. Sharma, a 58-year old middle-class widower living in West Delhi. After being laid off from the company he has worked for his entire life, Sharmaji struggles to deal with the beast called retirement. His struggle to stay relevant in front of his two sons finally ends when he rekindles his love for cooking through a kitty party. A bunch of merry women rekindle in Sharma, a passion for cooking and chutzpah in general, that help him find his true calling",There is no age to coming of age,Released,,,"Excel Entertainment, MacGuffin Pictures",India,https://image.tmdb.org/t/p/w500/xve92SlbFCl4eEESx78eutq6rjo.jpg,https://image.tmdb.org/t/p/original/1bta7JZyZYOeYVDgawXdFLzkVXa.jpg,https://www.primevideo.com/detail/0P6LBXTC0YKH25VE481EJY1XCF/ref=atv_wl_hom_c_unkc_1_1,,tt9098938,Q111367540,,,,,,,1.87,7.0,27
642889,Psycho,சைக்கோ,2020-01-24,IN,ta,"Thriller, Drama","psycho killer, blind man",145,"Based on the Buddhist tale of Angulimala, a dreaded serial killer, Psycho tells the story of a blind man who gets involved in a murder mystery. trying to save his lover from a psychopath who has kidnapped her.",,Released,,,Double Meaning Productions,India,https://image.tmdb.org/t/p/w500/cTHrUUSqTNc1nyBzVGD4SbpqaIe.jpg,https://image.tmdb.org/t/p/original/sJuJUITppg28wrCr3s7HjFqpI1G.jpg,,,tt9109976,,,,,,,,1.44,5.1,30
1032553,Farhana,ஃபர்ஹானா,2023-05-12,IN,ta,"Drama, Thriller",call center,140,"Farhana, a devout Muslim woman and mother in a middle class family, with her family's consent, takes a call center job . Although the job gives Farhana freedom, it also leads her into a web of danger, when an individual who captivates her with his approach.",,Released,,,Dream Warrior Pictures,India,https://image.tmdb.org/t/p/w500/pLjgNPF9d78ifCuaY7zb9Xxd9oc.jpg,https://image.tmdb.org/t/p/original/1Uqa9e6xuVTluZPuhoghlX7cawC.jpg,,,tt15434268,Q118288463,,,,,,,1.95,5.4,5
1171101,Kuberaa,కుబేర,2025-06-19,IN,te,"Crime, Thriller, Drama","rags to riches, political thriller",185,"A ruthless billionaire, Neeraj, uses beggars as benamis to launder money, with the help of a disgraced civil submit servant, Deepak. One of the beggars, Deva, escapes with ₹10,000 crores and becomes the target of a deadly manhunt. He meets Sameera, who joins him in his mission to use the money to uplift society's poor. With Deepak's help, Deva fights back.",,Released,13835950,,"Sree Venkateswara Cinemas LLP, Amigos Creations",India,https://image.tmdb.org/t/p/w500/xjLC5DeA4FQTBv4xe8r3wYqh8lu.jpg,https://image.tmdb.org/t/p/original/nbyTX77u3qELm9DYPgYfva7vAwj.jpg,,,tt23846482,Q131226667,,,,,,,2.34,6.9,18
1276778,Jhamkudi,ઝમકુડી,2024-05-31,IN,gu,Comedy,,152,"When the Gujarat is celebrating Navratri, the village of Raniwada dwells in the darkness since ages as celebrating garba is forbidden due to a witch's curse. But the rules are broken and the haunting starts again. A real estate agent with tricks up his sleeve is called back from the city and an NRI heir of the royal family returns to face the wrath of the witch. Will they be able to solve the mystery and save Raniwada from the curse of Jhamkudi?",,Released,,,"Soul Sutra, R. D. Brothers",India,https://image.tmdb.org/t/p/w500/WV1qNsQFUKdP4bdUIyWkUVAV8W.jpg,https://image.tmdb.org/t/p/original/x2p5BJSbpDLd0INqfpuuycXWoRz.jpg,,https://www.youtube.com/watch?v=nN-jQTEeWTw,tt32151957,,,,,,,,1.38,3.5,2
1257957,Bison Kaalamaadan,பைசன் காளமாடன்,2025-10-17,IN,ta,"Drama, Action","sports, biography, kabbadi, history, indian sports",169,A young man fights to overcome violence plaguing his village and succeed as a professional kabaddi player.,,Released,,,"Neelam Productions, Applause Entertainment",India,https://image.tmdb.org/t/p/w500/5IPFJ2XFbYjdIw4912ZufCMolX.jpg,https://image.tmdb.org/t/p/original/6xEk8ZbqCgmicmeICyYGospXU7R.jpg,,,tt15097358,,,,,,,,2.39,7.3,18
967353,Qalb,ഖല്ബ്,2024-01-12,IN,ml,"Romance, Drama, Family",,147,Qalb tells the story of two young hearts falling in love. The ride takes you through the 7 stages of love. The title song 'Qalbee' describes the spiritual elements of love. Like faith there is no compulsion in love either.,,Released,,,"Friday Film House, Fragrant Nature Film Creations",India,https://image.tmdb.org/t/p/w500/a49keeFVFV8LN3H7spGrVWuofTn.jpg,https://image.tmdb.org/t/p/original/2hWGEtAixfrG8G85nDMB51lENnb.jpg,,,tt11281192,,,,,,,,1.68,5.1,7
978442,Holy Wound,ഹോളി വോട്ടുണ്ട്,2022-06-01,IN,ml,"Romance, Drama",,94,"Set in the backwaters of Kerala, the story is about the life, memories and desires of a 25-year-old girl Kala, who finds her livelihood by fishing in the lake. She is continuously exploited physically and mentally by her cruel husband, and she longs for love from a sensitive soul. She searches for Sherin, who was Kala’s teenage friend, and the one with whom Kala shared a very intimate physical relationship. Now Sherin has become a Nun and has renounced all desires. Can Kala make her turn around?","Love is not about two different genders, it's about two thirsty souls...",Released,,,Sahasrara Cinemas,India,https://image.tmdb.org/t/p/w500/pE6ssvIKeqs8FQLddB1tMvX1pym.jpg,https://image.tmdb.org/t/p/original/d70kFmlgjMH3bhzLBLXX6rwdKO1.jpg,,,tt15842078,,,,,,,,1.92,3.3,3
679024,Toofaan,तूफ़ान,2021-07-16,IN,hi,Drama,,161,"An inspiring story about an orphan boy from the streets of Dongri, who grows up to become a local goon of his area and how his life changes after he meets the young and compassionate Ananya, who guides him towards the right path and makes him realize his true calling i.e boxing.","Life taught him to fight, Love taught him what to fight for.",Released,,,"Excel Entertainment, Rakeysh Omprakash Mehra Pictures",India,https://image.tmdb.org/t/p/w500/po432XStodavYjXDYAViB2HuI6e.jpg,https://image.tmdb.org/t/p/original/A1RtnbSjMBfagCW2Wz4yN5UQxdr.jpg,,,tt11045422,,,,,,,,1.57,5.1,27
