tmdb_id,title,original_title,release_date,origin_country,language,genres,keywords,runtime,short_summary,tagline,status,budget,revenue,production_companies,production_countries,poster_url,backdrop_url,homepage,trailer_url,imdb_id,wikidata_id,instagram_id,instagram_url,twitter_id,twitter_url,facebook_id,facebook_url,popularity,vote_average,vote_count
1582770,Dhurandhar: The Revenge,धुरंधर: द रिवेंज,2026-03-18,IN,hi,"Action, Crime, Thriller","undercover, propaganda, espionage, politics, spy, traitor, patriotism, nationalism, gore, gang leader, pakistan, sequel, betrayal, conspiracy, torture",229,"As rival gangs, corrupt officials and a ruthless Major Iqbal close in, Hamza's mission for his country spirals into a bloody personal war where the line between patriot and monster disappears in the streets of Lyari.",The Story of The Unknown Men Unfolds,Released,22500000,150000000,"Jio Studios, B62 Studios",India,https://image.tmdb.org/t/p/w500/ov8vrRLZGoXHpYjSY9Vpv1tHJX7.jpg,https://image.tmdb.org/t/p/original/owQeDouUZ6wI6f1aTOYEFd511zn.jpg,,https://www.youtube.com/watch?v=NHk7scrb_9I,tt39139925,Q137998501,,,,,,,73.76,7.6,43
1403735,Laila,లైలా,2025-02-14,IN,te,"Comedy, Romance",,134,"Sonu Model, a renowned beautician from the old city, is forced to disguise himself as Laila, leading to a series of comedic, romantic, and action-packed events. Chaos ensues in this hilarious laugh riot",,Released,,,Shine Screens,India,https://image.tmdb.org/t/p/w500/aFogllaRGlAhk1nqvVGFpZpl4qU.jpg,https://image.tmdb.org/t/p/original/vNUwK5P42m81uG57kKI1WxSZwIQ.jpg,,https://www.youtube.com/watch?v=FyhFBHpTh6Y,tt32831759,,,,,,,,18.44,4.6,7
1634301,Vanaveera,Vanaveera,2026-02-13,IN,te,"Action, Drama",,,A descendant of the Vanara clan is pushed into conflict when a modern-day Ravana seizes his only bike for an election rally. What starts as a petty injustice soon erupts into a fierce fight for self-respect and dignity.,,Released,,,,,https://image.tmdb.org/t/p/w500/oBYExKI8E3bTzQjPkofhpV2EJon.jpg,https://image.tmdb.org/t/p/original/lmns2jlRmATs8OGWKcCkgrbHLM4.jpg,,https://www.youtube.com/watch?v=U7_VZlGApBI,,,,,,,,,63.97,7.2,4
848116,Rocky Aur Rani Kii Prem Kahaani,रॉकी और रानी की प्रेम कहानी,2023-07-28,IN,hi,"Comedy, Drama, Family, Romance","musical, nostalgia, love interest, nostalgic, wealthy family",179,"Gym-freak brat Rocky falls in love with Rani, who comes from a well-educated Bengali family. Being from polar opposite worlds, the two decide to switch their families to adjust to each other's cultures and backgrounds and to know if their marriage will survive. Rocky and Rani are trapped in a world where they are united by love but divided by families and the ultimate question is will they fit in?",The power of family will decide the fate of love,Released,,,"Dharma Productions, Viacom18 Studios",India,https://image.tmdb.org/t/p/w500/vTQIqlxUkOuyf2UKhlM2OUaFGKz.jpg,https://image.tmdb.org/t/p/original/61RYedFgX1K07xgVIvdJzukSR4g.jpg,https://www.youtube.com/@dharmamovies,https://www.youtube.com/watch?v=LHm2RyKo0_M,tt14993250,Q108392396,,,,,,,145.16,6.0,78
1511417,Bāhubali: The Epic,Bāhubali: The Epic,2025-10-29,IN,te,"Action, Drama","affectation, flashback, revenge, alternate history, historical fiction, fratricide, ancient india, regicide, multi generational, absurd, hindu shiva, multiple timelines, remastered, epic film, director's cut",224,"When a mysterious child is found by a tribal couple near a roaring waterfall, they raise him as their own. As he grows, Sivudu is drawn to the world beyond the cliffs, where he discovers the ancient kingdom of Mahishmati, ruled by a cruel tyrant, haunted by rebellion, and bound to his past. What begins as a quest for love soon unravels a legacy of betrayal, sacrifice, and a forgotten prince.",,Released,65000000,3500000,Arka Media Works,India,https://image.tmdb.org/t/p/w500/z9YIo2qscyaXYgRqIdRJtND3bw8.jpg,https://image.tmdb.org/t/p/original/wCwZ4ljSsWyZyTiyk1tGQtBHTDx.jpg,https://baahubali.com/,https://www.youtube.com/watch?v=q8nbZbHRcEg,tt37893389,,baahubalimovie,https://www.instagram.com/baahubalimovie/,BaahubaliMovie,https://twitter.com/BaahubaliMovie,BaahubaliMovie,https://www.facebook.com/BaahubaliMovie,35.96,6.0,34
1083637,Kantara - A Legend: Chapter 1,ಕಾಂತಾರ: ಅಧ್ಯಾಯ - ೧,2025-10-01,IN,kn,"Action, Drama, Fantasy",,165,"During the Kadamba reign, King Vijayendra, the ruler of the fictional feudatory land of Bangra, meets his final fate while venturing into the mystical forest of Kantara. Witnessing this, his son Rajashekara seals the borders of their realm. Later, Prince Kulashekara reopens them through a brutal massacre. The protagonist, Berme, in search of prosperity, crosses the divide and ignites a conflict of faith, power, and destiny between the Kingdom and Nature.",,Released,14000000,91000000,Hombale Films,India,https://image.tmdb.org/t/p/w500/ehQPboTPaIMkMUOoNOh8e7pZ5Rp.jpg,https://image.tmdb.org/t/p/original/w57nxiBIODAYHLRs1xmrCY9zEFe.jpg,,https://www.youtube.com/watch?v=TMQUFhWm8C0,tt26439764,Q122021056,,,,,,,19.64,7.0,70
1339876,Mardaani 3,मर्दानी 3,2026-01-30,IN,hi,"Action, Crime, Thriller",,130,"Officer Shivani Shivaji Roy returns to hunt down those behind the disappearance of young girls, risking everything to bring them back alive.",Rescue begins,Released,,,,India,https://image.tmdb.org/t/p/w500/dHxLBtHw4InwsVumnthupZYz6NM.jpg,https://image.tmdb.org/t/p/original/pfcyWSaPKGagqdunfBXQYCqZHxx.jpg,,https://www.youtube.com/watch?v=V4TJKSEftkU,tt27673536,Q131763755,,,,,,,68.24,7.1,10
1291608,Dhurandhar,धुरंधर,2025-12-05,IN,hi,"Action, Crime, Thriller","asia, patriotism, nationalism, controversy, gore, pakistan, torture, terrorism, india, terrorist attack, gun violence, bloodshed, political corruption, 1990s, spy thriller",212,"A mysterious traveler slips into the heart of Karachi's underbelly and rises through its ranks with lethal precision, only to tear the notorious ISI-Underworld nexus apart from within.",,Released,22500000,170000000,"B62 Studios, Jio Studios",India,https://image.tmdb.org/t/p/w500/snBOuXDdhmTvlzMUvP9Em3Pp1u1.jpg,https://image.tmdb.org/t/p/original/4DfxcN4w0FuYZHQ3JAHzpHWia1U.jpg,,https://www.youtube.com/watch?v=CN0lNff-zm0,tt33014583,Q135230927,,,,,,,44.88,7.0,229
1561687,Made in Korea,மேட் இன் கொரியா,2026-03-12,IN,ta,Drama,"foreigner, south korea, seoul, south korea",113,A woman from a small town in Tamil Nadu moves to South Korea — a place she always dreamed of — but struggles to find her footing in a foreign land.,,Released,,,Rise East Entertainments Pvt Ltd,India,https://image.tmdb.org/t/p/w500/foEObhyAMM3dxYeBEr242EdQDB7.jpg,https://image.tmdb.org/t/p/original/aOZlZ5ceIpUVjJaFBl0vQjGTieI.jpg,,https://www.youtube.com/watch?v=RmLegZv1TZk,tt38674977,,,,,,,,10.42,6.8,24
1643729,Ishqa'n De Lekhe,Ishqa'n De Lekhe,2026-03-06,IN,pa,"Drama, Romance, Music",,143,"Starring the sensational Gurnam Bhullar alongside the stunning Isha Malviya, this Punjabi cinema is crafted for every soul that has ever loved deeply. Directed by the talented Manvir Brar, Ishqa'n De Lekhe is set to redefine Punjabi romance on the big screen.",,Released,,,,,https://image.tmdb.org/t/p/w500/g3EpAFlNGqkYxkw8cHOANzi8u1.jpg,,,https://www.youtube.com/watch?v=Etto7UB3Q5Q,tt39385906,,,,,,,,9.18,10.0,1
1389149,Accused,अक्यूज़्ड,2026-02-27,IN,hi,"Thriller, Mystery, Drama",,107,"When a celebrated queer doctor in London is accused of sexual misconduct, her life unravels. Now under a storm of suspicion and scrutiny, her marriage fractures and the truth blurs. Her wife must decide whether to walk away, or fight for the woman the world is turning against.",,Released,,,Dharmatic Entertainment,India,https://image.tmdb.org/t/p/w500/e0YNWPVJBs9wUkcB6a1kCMF4LO7.jpg,https://image.tmdb.org/t/p/original/8QRMlkCMFNKZM2ApnIaut5t4snf.jpg,https://www.netflix.com/title/81661375,,tt39631179,,,,,,,,11.57,5.1,62
1213898,Border 2,बॉर्डर २,2026-01-23,IN,hi,"Action, Drama, War","1970s, based on true story, sequel, indian army, historical drama, india pakistan war, historical epic, war drama, indian air force, india pakistan conflict, epic drama",201,"Three idealistic soldiers in the Indian army, navy and air force face grueling combat conditions in this film set during the 1971 Indo-Pak war.",,Released,33000000,21000000,"T-Series, J.P. Films",India,https://image.tmdb.org/t/p/w500/wUcttG71zo9deP4m9sDhYPUcvi5.jpg,https://image.tmdb.org/t/p/original/fzo85eKFEjfmJ781gubJQjpQAwF.jpg,,https://www.youtube.com/watch?v=nvmc2ECk8Lo,tt30387012,Q126734387,,,,,,,8.06,6.5,11
1282440,Happy Patel: Khatarnak Jasoos,Happy Patel: Khatarnak Jasoos,2026-01-16,IN,hi,"Comedy, Action, Romance","espionage, satire, hilarious, spy comedy",122,"Chronically unsuccessful MI7 operative Happy Patel is finally assigned a mission in Goa, where he uncovers his Indian roots and must rescue a high-profile scientist from crime lord Mama. Unaware of his Indian heritage and armed with a comically British accent, Happy’s blunders trigger a string of chaotic mishaps that could lead him to expose a criminal network.",India is for beginners.,Released,,,Aamir Khan Productions,India,https://image.tmdb.org/t/p/w500/tZJBXGNyDanSne6a2TLRU45Uhwu.jpg,https://image.tmdb.org/t/p/original/gsLYR8uALrt2p33iOpqReNW6XyQ.jpg,,https://www.youtube.com/watch?v=znMM2TuyLrc,tt32245870,Q137799437,,,,,,,14.09,8.4,7
579974,RRR,రౌద్రం రణం రుధిరం,2022-03-24,IN,te,"Action, Adventure, Drama","rescue, revolution, liberation, slavery, male friendship, freedom fighter, british empire, interracial romance, historical fiction, period drama, historical, 1920s, history of india, killed in action, war",187,A fictional history of two legendary revolutionaries' journey away from home before they began fighting for their country in the 1920s.,"Rise, Roar, Revolt.",Released,69000000,160000000,DVV Entertainment,India,https://image.tmdb.org/t/p/w500/nEufeZlyAOLqO2brrs0yeF1lgXO.jpg,https://image.tmdb.org/t/p/original/i0Y0wP8H6SRgjr6QmuwbtQbS24D.jpg,,https://www.youtube.com/watch?v=i4pjiLGUTtk,tt8178634,Q60424165,rrrmovie,https://www.instagram.com/rrrmovie/,RRRMovie,https://twitter.com/RRRMovie,,,8.69,7.7,1561
1561955,Stephen,ஸ்டீபன்,2025-12-05,IN,ta,"Thriller, Mystery",,124,"A psychiatrist evaluating a self-confessed serial killer unravels a twisted web of trauma, deceit, and psychological manipulation—only to question if the killer is truly guilty or just another victim in a larger, darker game.",,Released,,,JM Production House,India,https://image.tmdb.org/t/p/w500/yUURUJzeSTc47T2VeNw7nZwZ8VJ.jpg,https://image.tmdb.org/t/p/original/7cQjb8cRbRjF5tM5gOCnqsvC0iT.jpg,https://www.netflix.com/in/title/82057638,,tt38681567,,,,,,,,6.32,6.7,19
1196946,Ikkis,इक्कीस,2026-01-01,IN,hi,"History, War, Drama","1970s, based on true story, period drama, historical drama, india pakistan war, war drama, based on real person, biographical drama",148,"Second Lieutenant and India's youngest Param Vir Chakra recipient, Arun Khetarpal, gave his life fighting for his battalion and the country during the 1971 Battle of Basantar. Ikkis also takes a reflective look at the futility of war through the eyes of Khetarpal's father, who visits his ancestral home in Sargodha and Alma Mater for reunion, which now happens to be in post-partition Pakistan, 30 years later.","He was 21, will remain as that.",Released,,,Maddock Films,India,https://image.tmdb.org/t/p/w500/8PWu0V10nMqG5SrA13wLRXTD2fH.jpg,https://image.tmdb.org/t/p/original/wbhoYwvqgadchfMgUOfOp87QZDS.jpg,,https://www.youtube.com/watch?v=QfnyH8odcus,tt15464188,Q136673072,,,,,,,6.53,6.0,11
1022453,The Rajasaab,ది రాజాసాబ్,2026-01-08,IN,te,"Comedy, Horror, Fantasy","haunted house, hypnosis, musical, romcom, ancient curse, grandfather grandson relationship, supernatural horror, mysterious disappearance, absurd, horror romance, romantic fantasy, ambiguous, cliché, self hypnosis, comedy horror",186,"Seeking his lost grandfather, a young man enters a haunted mansion and awakens a family curse powerful enough to upend both his life and reality.",,Released,50000000,21000000,"People Media Factory, IVY Entertainment",India,https://image.tmdb.org/t/p/w500/nvK6gYa4diCnQkDVN42uoYXPrdT.jpg,https://image.tmdb.org/t/p/original/kCwmLYy9ZMto1eMH8BI9KcVVIH2.jpg,,https://www.youtube.com/watch?v=YFZMBqyXkqQ,tt23790696,Q124301053,,,@rajasaabmovie,https://twitter.com/@rajasaabmovie,,,6.65,5.2,27
1602783,Thaai Kizhavi,தாய் கிழவி,2026-02-27,IN,ta,"Comedy, Drama",,144,"Pavunuthaayi is a fiercely independent, intimidating elderly woman in a rural village, known for being tough, ruthless, and blunt-especially as a moneylender whose strict enforcement of dues makes her feared by locals.",,Released,979149,,"Sivakarthikeyan Productions, Passion Studios",India,https://image.tmdb.org/t/p/w500/qbqRzqitfwAReJ3q2v9iMmpoh7k.jpg,https://image.tmdb.org/t/p/original/uXnVsLFzxt8zTTPgzFhqeSkI3ce.jpg,,,tt39255646,,,,,,,,5.38,6.2,5
811941,Devara: Part 1,Devara: Part 1,2024-09-26,IN,te,"Action, Drama","sea, ship, red sea, boat, fear, battle, unassuming, swords, ships, violence, boats",175,"Devara, a fearless man from a coastal region, embarks on a perilous journey into the treacherous world of the sea to safeguard the lives of his people. Unbeknownst to him, his brother Bhaira is plotting a conspiracy against him. As events unfold, Devara passes on his legacy to his mild-mannered and timid son, Varada.",When courage turns into a Disease... Fear is the only cure,Released,31764000,54216867,"N. T. R. Arts, Yuvasudha Arts",India,https://image.tmdb.org/t/p/w500/lQfuaXjANoTsdx5iS0gCXlK9D2L.jpg,https://image.tmdb.org/t/p/original/hAQnXxOwCjgYcKRgTdYPRC8neqL.jpg,,https://www.youtube.com/watch?v=S5wQD_0WGTA,tt11821912,Q118502010,devaramovie,https://www.instagram.com/devaramovie/,DevaraMovie,https://twitter.com/DevaraMovie,,,5.2,6.9,212
1109086,War 2,वॉर 2,2025-08-13,IN,hi,"Action, Adventure, Thriller",,173,"Years ago Agent Kabir went rogue, became India’s greatest villain ever.  As he descends further into the deepest shadows... India sends its deadliest, most lethal agent after him, Agent Vikram  A Special Units Officer who is more than Kabir’s equal and a relentless Terminator driven by his own demons, determined to put a bullet into Kabir’s skull.",,Released,47000000,3096145,Yash Raj Films,India,https://image.tmdb.org/t/p/w500/fxxVbjhIOl8ZPS69dH8xeeuxvmh.jpg,https://image.tmdb.org/t/p/original/pKIRUTnwY3YYU9urSdsuobdcliP.jpg,https://www.yashrajfilms.com/movies/war-2,https://www.youtube.com/watch?v=d1wsPSV_lQs,tt27425164,Q124852530,,,,,,,5.53,5.8,58
1561969,Baramulla,बारामूला,2025-11-06,IN,hi,Horror,,120,A cop's inquiry into child kidnappings unravels chilling secrets as supernatural events endanger his family and the peaceful town of Baramulla.,,Released,,,"B62 Studios, Jio Studios",India,https://image.tmdb.org/t/p/w500/xm5ER19nTk7iuWFaiNRUYe3Zlz.jpg,https://image.tmdb.org/t/p/original/fbTRgh6moAvhlkB4wPjswP9EdWz.jpg,https://www.netflix.com/title/82127717,,tt29247040,Q136681363,,,,,,,2.33,5.7,44
1196364,Thamma,थम्मा,2025-10-21,IN,hi,"Comedy, Horror",maddock horror comedy universe (mhcu),149,"Two destined lovers battle supernatural forces, family ties, and nature itself to defend their forbidden romance in a mystical world where ancient powers and prophecies threaten to keep them apart.",,Released,,,"Jio Studios, Maddock Films, Saregama Productions",India,https://image.tmdb.org/t/p/w500/udkbDwBbysCGEydt0FHnl9dVO2k.jpg,https://image.tmdb.org/t/p/original/e5bFtChejaGio218NejT0jXgSux.jpg,,https://www.youtube.com/watch?v=Mod_oXpftJA,tt28102562,,,,,,,,3.09,6.5,45
628241,Ala Vaikunthapurramuloo,అల వైకుంఠపురములో,2020-01-12,IN,te,"Action, Comedy, Drama, Family","coma, exchange, hospital, class differences, rich, neglected child, poor, child exchange",165,"After growing up enduring criticism from his father, a young man finds his world shaken upon learning he was switched at birth with a millionaire's son.",,Released,11450000,34000000,"Geetha Arts, Haarika & Hassine Creations",India,https://image.tmdb.org/t/p/w500/goVGxWzvxs8oMNJ1Zc0QmfJlIzs.jpg,https://image.tmdb.org/t/p/original/5SDMPORslLXaYPx7S1kRqsBJYI3.jpg,,,tt9537292,Q65057760,,,,,AlaVaikunthapurramuloomovie,https://www.facebook.com/AlaVaikunthapurramuloomovie,2.87,6.6,105
1407523,Tu Meri Main Tera Main Tera Tu Meri,तू मेरी मैं तेरा मैं तेरा तू मेरी,2025-12-24,IN,hi,"Romance, Comedy",,144,"When a carefree NRI wedding planner and a headstrong novelist collide during a wild summer in Croatia, sparks fly in ways neither expected. What begins as playful clashes soon transforms into something deeper – only to be tested when love, family, and tradition pull them in opposite directions.",Sometimes love lasts forever; but how long can you wait for your love?,Released,,,"Dharma Productions, Namah Pictures",India,https://image.tmdb.org/t/p/w500/uLO7ByOKZbRmA4r9ONEHWHZ6HIX.jpg,https://image.tmdb.org/t/p/original/oL6sSV6HIcx4R6aOVc1LYPEeyVO.jpg,,https://www.youtube.com/watch?v=aAc6n1Ankxw,tt35146696,,,,,,,,2.68,4.1,12
855397,Etharkkum Thunindhavan,எதற்கும் துணிந்தவன்,2022-03-10,IN,ta,"Action, Drama, Family","miscarriage of justice, vigilante justice",151,"A lawyer turns judge jury and executioner and goes after a gang, led by a minister's son, that threatens women with videos of them.",,Released,,,Sun Pictures,India,https://image.tmdb.org/t/p/w500/5BU4qoPUPiOSiLue8ni8VdxNP4U.jpg,https://image.tmdb.org/t/p/original/h4zs9niqsGScMPODIkHGuwNcskf.jpg,,,tt10340562,Q108085772,,,,,,,1.97,5.8,38
758923,Baaghi 4,बाघी ४,2025-09-05,IN,hi,"Action, Romance, Thriller",,156,"After waking up from a coma, a grieving man sets out to uncover the truth about his missing girlfriend.",Every Aashiq is a Villain.,Released,8733004,500145,Nadiadwala Grandson Entertainment,India,https://image.tmdb.org/t/p/w500/u2YEFW5o2Y7RAw2K4hSA4TEXF3Q.jpg,https://image.tmdb.org/t/p/original/qkpOUTSCqor2zr8Uu9P5PzaVd6Z.jpg,,https://www.youtube.com/watch?v=58909OjAfeg,tt6203702,Q131278913,,,,,,,1.93,3.8,16
1129608,The Greatest of All Time,த கிரேட்டஸ்ட் ஆஃப் ஆல் டைம்,2024-09-05,IN,ta,"Action, Drama, Thriller","covert agency, dual role, estranged son, science fiction",183,"A once decorated member of the Special Anti-Terrorism Squad (SATS) is called back into action by his former colleagues for an important mission, setting him on a dangerous collision course with his own past.",A Venkat Prabhu Hero,Released,36000000,47700000,AGS Entertainment,India,https://image.tmdb.org/t/p/w500/kk9SmNt6QcP5thvSYELWvO0NWuC.jpg,https://image.tmdb.org/t/p/original/wuHD3SiccbQvHUT1LE9o8j9dJlU.jpg,,https://www.youtube.com/watch?v=B5GAjuSnNuQ,tt27487934,Q122921080,,,,,,,2.5,4.7,41
1149791,Premalu,പ്രേമലു,2024-02-09,IN,ml,"Romance, Comedy",romcom,155,"Sachin, a carefree graduate, crosses paths with Reenu, a spirited IT professional, in Hyderabad. As their friendship deepens, unspoken feelings, career ambitions and life choices challenge their bond.",,Released,380000,9000000,"Bhavana Studios, Fahadh Faasil and Friends Private Limited, Working Class Hero",India,https://image.tmdb.org/t/p/w500/uPpmBjY3znUqGY8kYwI5xvOrSc0.jpg,https://image.tmdb.org/t/p/original/gDyLcjvmdAhmYqjCMwZ9PndnAVm.jpg,,https://www.youtube.com/watch?v=OnxChVgg6N8,tt28288786,Q124467044,premalumovie,https://www.instagram.com/premalumovie/,,,,,2.14,7.8,56
1389158,Maa,माँ,2025-06-20,IN,hi,Horror,"female protagonist, folk horror, supernatural horror, mother and daughter, feminist horror, shaitaan universe",133,A mother and daughter encounter a demon in a village where girls have been disappearing.,"Hell is here, so is the goddess.",Released,,282403,"Jio Studios, Ajay Devgn FFilms",India,https://image.tmdb.org/t/p/w500/kc5n7LJUmvBsVxzAla1ONN8kouP.jpg,https://image.tmdb.org/t/p/original/u3Cfe21Cmv5cWs5VnFCz15HdfKO.jpg,,https://www.youtube.com/watch?v=lVvMbXiJjko,tt30496762,Q134601073,,,,,,,2.86,6.8,58
1628578,Yogida,யோகிடா,2026-02-06,IN,ta,"Thriller, Action",,119,"It is story about a Honest and straightforward lady police Inspector Yogi works in Coimbatore, where she proves a textile mill owner’s “suicide” is actually a murder by his own son, leading to her transfer to the punishment area Vyasarpadi in North Chennai. There she confronts ruthless don Shekar Babu, who controls the area and its police through fear, power, and political influence, but Yogi refuses to bow down and begins taking action against his network.",,Released,,,Sri Monica Cine Films,India,https://image.tmdb.org/t/p/w500/qG8xiHPIJJqdH9WKpZXaeOaiouk.jpg,https://image.tmdb.org/t/p/original/yf9ntvHqZFgwB79V6DhXNHbuiKj.jpg,,,tt37028716,,,,,,,,1.78,0.0,0
1265827,Retro,ரெட்ரோ,2025-04-30,IN,ta,"Romance, Action, Drama, Crime","gangster, chosen one, revenge, angry, aggressive, 1990s, violent lover, saviour",162,"Raised by a criminal father, Paarivel Kannan leaves behind his adoptive family to build a quiet life with his love, Rukmini. But his violent past won't let him go.",Love. Laughter. War.,Released,7600000,11420300,"2D Entertainment, Stone Bench Creations",India,https://image.tmdb.org/t/p/w500/pJPK57REXsaLydpOPgHwWAQMdqz.jpg,https://image.tmdb.org/t/p/original/rGcZhLzwOLz3OWWpYrelgP4HUIQ.jpg,,https://www.youtube.com/watch?v=PxBR17orfRc,tt31945132,,,,,,,,2.6,6.4,35
1227739,Homebound,होमबाउंड,2025-09-26,IN,hi,Drama,,122,"Two childhood friends from a small North Indian village chase a police job that promises them the dignity they’ve long been denied. But as they inch closer to their dream, mounting desperation threatens the bond that holds them together.",No feeling is final.,Released,,,"Dharma Productions, Sikelia Productions, Quercus Productions","India, United States of America, France",https://image.tmdb.org/t/p/w500/vyezjSvSdLO0bvr6jSNuFi6yuiw.jpg,https://image.tmdb.org/t/p/original/v9w0xds8GUzOwHTZRuw2yeObRzD.jpg,https://www.netflix.com/watch/82109253,https://www.youtube.com/watch?v=WojNkusud84,tt26733325,Q134486853,homeboundthefilm,https://www.instagram.com/homeboundthefilm/,,,,,1.73,7.6,46
1083241,Baby John,बेबी जॉन,2024-12-25,IN,hi,"Action, Drama, Thriller, Crime","remake, based on movie",162,"John's peaceful life with daughter Khushi is disrupted by a sex-trafficking gang. Revealing his past as DCP Satya, he seeks revenge for his family's murder, saving minor girls and punishing the criminals, before starting anew.",,Released,21176000,6941000,"Cine1 Studios, A for Apple Studios, Jio Studios",India,https://image.tmdb.org/t/p/w500/5Oqsh17dq0cIRFPynPNy5elmyxW.jpg,https://image.tmdb.org/t/p/original/7jFpkdhPn1s7tc7S71wR64qpVWE.jpg,,https://www.youtube.com/watch?v=lVjieoMPN-c,tt27757805,,,,,,,,2.33,5.9,23
1062715,Sabdham,சப்தம்,2025-02-28,IN,ta,"Thriller, Horror","religion and supernatural, paranormal investigation, supernatural horror, mysterious disappearance",146,A paranormal investigator is employed by a university to investigate a series of mysterious deaths some are attributing to supernatural causes.,,Released,2500000,,"7G Films, Aalpha Frames",India,https://image.tmdb.org/t/p/w500/aJVJ9bm96Xdu5YfI7SVr4pRwitS.jpg,https://image.tmdb.org/t/p/original/bmiHPwjorxfnGBeTnUUpo4qIcqN.jpg,,https://www.youtube.com/watch?v=Cp0d6oAT1qc,tt24330430,Q123812949,,,,,,,1.95,5.2,6
965483,Parasakthi,பராசக்தி,2026-01-09,IN,ta,"History, Drama, Action, Romance","based on true story, linguist, student protest, student revolt, anti-hindi imposition",163,"In a time of civil disobedience in the erstwhile Madras state, a ruthless intelligent officer turns up with a duty to track down rebels. Chezhian and his brother Chinndurai are of different personalities, one a hardworking fireman, the other a rebel. A deadly game of cat and mouse ensues as Chezhian is forced to abandon his peaceful ways to protect his people and takes on the mighty forces, culminating in a fierce battle for justice.",,Released,24000000,5900000,Dawn Pictures,India,https://image.tmdb.org/t/p/w500/cpKJGYU8Z1iSXzkgDl8vhazk5EQ.jpg,https://image.tmdb.org/t/p/original/yMgpIzfqHZXbEN8ar9EAHJvdYJj.jpg,,,tt35019998,,,,,,,,2.18,6.0,7
1222049,Nilavuku En Mel Ennadi Kobam,நிலவுக்கு என் மேல் என்னடி கோபம்,2025-02-21,IN,ta,"Romance, Comedy, Drama","ex-lover, gen z",131,"Prabhu, a young chef, is ready to move forward with an arranged marriage when his past love, Nila, unexpectedly reenters his life, challenging his plans and emotions.",A Usual Love Story,Released,1732368,,Wunderbar Films,India,https://image.tmdb.org/t/p/w500/j5krlz9U40ZWaspQXa5CtQUikXl.jpg,https://image.tmdb.org/t/p/original/o5pSgHibKD0vPtXiGztSTZTWiHs.jpg,,https://www.youtube.com/watch?v=M3nu9ftN1_Q,tt30590474,,,,,,,,2.53,6.4,8
787163,Liger,లైగర్,2022-08-25,IN,te,"Action, Romance",,138,"The journey of Liger, from Karimnagar to Mumbai, from a nobody to a competitor, in his search for recognition while navigating his weaknesses, relationships, and love life.",Saala Crossbreed,Released,17610180,,"Dharma Productions, Puri Connects",India,https://image.tmdb.org/t/p/w500/bBZJAdfmcwhyvkwK1XajnHECdoY.jpg,https://image.tmdb.org/t/p/original/qgirkEXAOznx1w9pXH143W3Ch5R.jpg,,https://www.youtube.com/watch?v=4XmgqWXBnRA,tt4435072,Q104904706,,,,,,,2.11,4.2,36
799155,Attack,Attack,2022-04-01,IN,hi,"Action, Science Fiction, Thriller","artificial intelligence (a.i.), post-traumatic stress disorder (ptsd), delhi, india, prime minister, hostage-taking, parliament, memory loss, super soldier, cyberpunk, soldier, terrorist attack, genetic engineering, indian army, death of girlfriend, 2010s",123,"With the Parliament under siege, India’s first super soldier Arjun Shergill is tasked to get hold of the terrorists in time, save the Prime Minister from their clutches and stop a dirty bomb from exploding and destroying Delhi.",,Released,9600000,2600000,"JA Entertainment, Pen Studios, Ajay Kapoor Productions",India,https://image.tmdb.org/t/p/w500/A9FjibQFfkPVrfQcM3dlY6fkYpJ.jpg,https://image.tmdb.org/t/p/original/AaYfsgRcgU00n0MNVsn1604bfcu.jpg,,https://www.youtube.com/watch?v=KnC-XvFGflM,tt7529298,Q83615923,,,,,,,1.73,6.8,216
835017,Varisu,வாரிசு,2023-01-11,IN,ta,"Action, Adventure",,169,"Vijay, The prodigal son of business tycoon Rajendran agrees to take over the reins of the business, much to the chagrin of his brothers. But can Vijay prove himself to be a worthy varisu and also reunite his now-broken family?",The Boss Returns,Released,,,"Sri Venkateswara Creations, PVP Cinema, Seven Screen Studios",India,https://image.tmdb.org/t/p/w500/iMUIsV6u0pPqfv1j8tGxbJw40sw.jpg,https://image.tmdb.org/t/p/original/fjd6RKx4Zh8UKQfjpSSkM53eJw6.jpg,,,tt11998558,Q112030632,,,,,,,2.22,5.0,60
984101,Bad Newz,बैड न्यूज़,2024-07-19,IN,hi,"Comedy, Romance, Drama","hotel, love triangle, romcom, overbearing mother, social media influencer, unexpected pregnancy, melodrama, female chef, romantic dramedy, interfaith romance",140,"After a whirlwind marriage with social media influencer Akhil Chadha that ends in divorce, chef Saloni Bagga meets hotelier Gurbir Pannu. One night with Gurbir – and then also with Akhil – leads to Saloni getting pregnant. But who's the father? By a one-in-a-billion twist of fate, Saloni is carrying twins – and not just any twins, each child has a different father!",,Released,9600000,8500000,"Dharma Productions, Leo Media Collective, Prime Video India",India,https://image.tmdb.org/t/p/w500/qDlqxGATpYBWqGciPB4tmQm3bFT.jpg,https://image.tmdb.org/t/p/original/dRot2ng1pN6uJpLPikxDrbkngmu.jpg,,https://www.youtube.com/watch?v=uV50UfcIT68,tt24517830,Q126595873,,,,,,,1.94,5.0,26
