tmdb_id,show_title,season_number,season_name,air_date,episode_count,overview,poster_url,season_id
156716,Heeramandi,2,Season 2,,0,TBA,,396867
200941,Modern Love Mumbai,1,Season 1,2022-05-13,6,,https://image.tmdb.org/t/p/w500/9fXl2UkUVF7jTw0tSMXhr13FHr7.jpg,291921
312794,School Friends Class of 2026,1,Season 1,2026-01-01,7,,https://image.tmdb.org/t/p/w500/zHFB3nscKuKwzhO0EbjzvjQyLvV.jpg,497925
106872,Bandish Bandits,1,Season 1,2020-08-02,10,"Radhe a singing prodigy from a classical background & Tamanna, a pop sensation on the rise meet. Radhe's world is turned upside down when he falls in love with Tamanna. Torn between helping her achieve stardom and staying true to his own music and his family’s legacy, will he succeed in juggling bot",https://image.tmdb.org/t/p/w500/kBzGbQYEfv8Wbdh60ND9V9dJt0S.jpg,157987
106872,Bandish Bandits,2,Season 2,2024-12-13,8,"Radhe and his family must adapt to a televised competition while contending with the formidable Tamanna, who has grown stronger from her humble beginnings as a backup singer.",https://image.tmdb.org/t/p/w500/yslpIa5afWA8UHIfqbw7PsMBuq.jpg,427848
219035,Charmsukh - Jane Anjane Mein 6,1,Season 1,2023-01-02,3,,https://image.tmdb.org/t/p/w500/7pSvxVmXvNWMEe0wTmHLRQMk0HQ.jpg,325985
127332,Sunflower,1,Season 1,2021-06-11,8,"When Mr. Kapoor of Sunflower society is found dead, the cops arrive and interrogate the neighbours. In a society full of quirky characters, who must have killed Kapoor and why?",https://image.tmdb.org/t/p/w500/wa4VjtzqwjOBPJeWsJtQM2HuXUI.jpg,198831
127332,Sunflower,2,Season 2,2024-03-01,8,"Season 2 escalates the suspense with new mysteries and darker turns. As the Sunflower Society reels from another shocking murder, the narrative deepens, intertwining the lives of its inhabitants with new enigmatic tenants.",https://image.tmdb.org/t/p/w500/gKgsFP3LMU7jcnozZFpBr78gCA0.jpg,379239
133828,Survivor,1,Season 1,2021-09-12,91,,https://image.tmdb.org/t/p/w500/gvGFSwK6IXAvXK1kJNf1gkEZGvM.jpg,211314
104913,Aarya,1,Season 1,2020-06-19,9,,https://image.tmdb.org/t/p/w500/r4jFaeVIPGl2zXEDtmwrx9orIY4.jpg,153733
104913,Aarya,2,Season 2,2021-12-10,8,"This season, her weakness is her greatest strength. Sherni aarahi hai",https://image.tmdb.org/t/p/w500/5MgslON2zKqm8mH9XphtwTHzipN.jpg,220925
104913,Aarya,3,Season 3,2023-11-03,8,"The Sherni is back again, and she is all set to end it all. Will she succeed?",https://image.tmdb.org/t/p/w500/8FiYNECy6JOSs0wef86Mj8PyGiQ.jpg,359917
245467,Raisinghani VS. Raisinghani,1,Season 1,2024-02-12,102,,https://image.tmdb.org/t/p/w500/jF0JA5QLL2sVmteQFnRRHc3YpzO.jpg,377499
297594,Bindiya Ke Bahubali,1,Season 1,2025-08-08,6,"With humour, absurdity and family cat and mouse at its center, this is a tale of family gangsters in a fictitious madhouse city, Bindiya. As the current Don is put behind bars, the gangster family's alliances shift, new love, friendships, and betrayals explode until Bindiya becomes a full-blown circ",https://image.tmdb.org/t/p/w500/njyWqucn2bK9iJFDLJX08Iaaupv.jpg,468350
297594,Bindiya Ke Bahubali,2,Season 2,2026-01-21,6,,https://image.tmdb.org/t/p/w500/7GoNQXjOMWsjrl1MnXkfm05uQ3R.jpg,495022
219819,The Romantics,1,Limited Series,2023-02-14,4,,https://image.tmdb.org/t/p/w500/hOBiDTcHsZBqZYYTAuC9oSJUNKf.jpg,327578
203202,Rana Naidu,1,Season 1,2023-03-10,10,"Life of Rana Naidu, Mumbai city's go-to-fixer, does the dirty work for the top power players; making the problems of the city's celebrities, superstar athletes, and business moguls disappear. But when his father is suddenly released from prison, the one mess he can’t handle may be his own.",https://image.tmdb.org/t/p/w500/4kUF7cO76W4vEx70KVfwmju6Vud.jpg,295759
203202,Rana Naidu,2,Season 2,2025-06-13,8,"Having left behind his turbulent fixer life, Rana Naidu hopes for peace with his family. But when a powerful and ruthless billionaire with an ambitious daughter with her heart set on acquiring a cricket team, and a son squandering money on flop films, hires him back into the shadows, Rana must fight",https://image.tmdb.org/t/p/w500/jfvaW5QWkpys0Oyl6gSJmpZa9V0.jpg,403253
259209,Manorathangal,1,Season 1,2024-08-15,9,"Eight legendary filmmakers collaborate with 9 superstars, breathing life into the timeless stories of author M.T. Vasudevan Nair. Based in Kerala, these stories explore the nuances of human nature.",https://image.tmdb.org/t/p/w500/z7IzYTN5oUFX42D8N7D3QEy5eEa.jpg,402296
311924,The 50,1,Season 1,2026-02-01,50,,https://image.tmdb.org/t/p/w500/cK6Nv1YqbkcfpdwefptpIrQFq1J.jpg,496299
311924,The 50,2,Season 2,,0,,https://image.tmdb.org/t/p/w500/sTHVYOMlYgLsHAlxw0hS8GlgXlh.jpg,504310
311924,The 50,3,Season 3,2026-03-09,2,,https://image.tmdb.org/t/p/w500/sTHVYOMlYgLsHAlxw0hS8GlgXlh.jpg,504311
300894,Kurukshetra: The Great War of Mahabharata,1,Season 1,2025-10-10,18,,https://image.tmdb.org/t/p/w500/amNFukSD0hpj5omLkikfaNw42sp.jpg,475628
114796,Tandav,1,Season 1,2021-01-14,9,Tandav is the coming together of different worlds under the gamut of politics. It is a dramatic take of the powerplay between people at the high level to secure their position. Youth plays a significant role in the story as we see where their future is headed in this dark abyss of politics.,https://image.tmdb.org/t/p/w500/1n3vYM0j1ZVEczW8ETyXW0LQ7kz.jpg,172537
221319,Dhruv Tara - A century beyond time,1,Dhruv Tara - Samay Sadi Se Pare,2023-02-27,475,"The journey of Dhruv and Tara, who fall in love despite belonging to completely different eras.",https://image.tmdb.org/t/p/w500/iFtiYUUMBeowW7i2zBTvDwlSAsH.jpg,330643
306974,Perfect Family,1,Season 1,2025-11-27,8,"Meet the Perfect Family - the lovable Karkarias. Perfect on the outside, but simmering with resentments, insecurities, and old wounds on the inside. When life hits hard, they're pushed into family therapy, where issues of trust, loyalty, and communication finally explode. With their quirks, chaos, a",https://image.tmdb.org/t/p/w500/g95Gdq9LVzWTmYNRGGjKyJecgg5.jpg,487057
271406,The Roshans,1,Season 1,2025-01-17,4,,https://image.tmdb.org/t/p/w500/4WC3mC6L0ia3muEwptdlMkR0hFO.jpg,418500
130780,Bigg Boss OTT,1,Season 1,2021-08-08,42,"Bigg Boss OTT, also known as Bigg Boss: Over-The-Top, is the first season of the Indian reality TV series Bigg Boss to be made for and aired on a streaming platform exclusively.",https://image.tmdb.org/t/p/w500/85Vga2VinqRQAboVcFK0DvO71g3.jpg,205137
130780,Bigg Boss OTT,2,Season 2,2023-06-17,59,"This time, Janta is the ASLI BOSS! High-octane multi-camera 24 hours LIVE channel, action-packed latest episodes and get to make crucial decisions for the housemates – all this and more on this season of Bigg Boss OTT. Get ready to experience Bigg Boss OTT Like Never Before!",https://image.tmdb.org/t/p/w500/sYrQoN38sJ2LqMN698Nwljh4Hbe.jpg,346266
130780,Bigg Boss OTT,3,Season 3,2024-06-21,43,"Ab sab badlega, mausam badlega, taapman badlega rules naye game wahi - Anil Kapoor ke aane se sab badlega. 24 hours LIVE channel, action-packed latest episodes – all this and more on this season of Bigg Boss OTT. Get ready to experience Bigg Boss OTT Season 3 streaming at 9 PM from 21st June onwards",https://image.tmdb.org/t/p/w500/ev0pJtwCG0oeaQHSO2VToMEPyne.jpg,399493
240293,Jhanak,1,Generation 1,2023-11-20,45,A driven young woman embarks on a journey to fulfill a mother's promise for a better life as she overcomes challenges and loss while crossing paths with a man who further complicates her life.,https://image.tmdb.org/t/p/w500/7IZOMbhqPQ0uh9Dg2ul2p7SCvAi.jpg,367258
240293,Jhanak,2,Generation 2,,1,"Keeping her mother’s fiery spirit intact, young Jhanak lives an idyllic life, unaware of the past. When dashing cop Rishi enters her world, a new saga begins!",,460551
291889,Pati Bhramachari,1,Season 1,2025-05-19,1,,,457259
201375,Kana Kaanum Kaalangal,1,Season 1,2022-04-21,132,,https://image.tmdb.org/t/p/w500/cILKvKql753dxsH4qKrys1GmgtZ.jpg,292665
201375,Kana Kaanum Kaalangal,2,Season 2,2023-04-21,8,,https://image.tmdb.org/t/p/w500/3SpiXKKGKgnLB0Msm2lDaFTwxwb.jpg,338229
201375,Kana Kaanum Kaalangal,3,Season 3,2024-08-30,102,"Seven years on, Siragugal school has undergone a notable change. However, will it survive the storm that threatens to destroy everything?",https://image.tmdb.org/t/p/w500/6dOzUs1fGfA9HTVSwIv4RZCfnew.jpg,409141
138211,Rocket Boys,1,Season 1,2022-02-04,8,,https://image.tmdb.org/t/p/w500/zep9WA61eVCovERGLI1FHeJWuWA.jpg,218837
138211,Rocket Boys,2,Season 2,2023-03-17,8,"Amidst global conflict and enemies charging our borders, India becoming a nuclear nation was the only deterrent to imminent threats of war.

Witness the incredible journey of India's greatest scientists shaping a new era where no one dared to challenge their country's sovereignty.",https://image.tmdb.org/t/p/w500/rsWEJkFD8MhTWUhm6EfXNJkvlTk.jpg,298448
204905,Adorer Chowa,1,Season 1,2021-02-09,466,,,298823
203769,Pushpa Impossible,1,Season 1,2022-06-06,1001,,https://image.tmdb.org/t/p/w500/xUEtwTdt4wyqTSbhmCNl4XBL1De.jpg,296926
209891,Parineetii,1,Season 1,2022-02-14,261,"A sacred bond of marriage tangles the lives of Parineet, Neeti and Raj. Fate leads two best friends to marry the same man ensuing a complicated love triangle. Can love and friendship survive under the same roof?",https://image.tmdb.org/t/p/w500/wA3MTpIOB04eJ6OZsyDZSWKdLAH.jpg,308017
54179,Office,1,Season 1,2025-02-21,100,"Two types of work ethics clash when analogue meets digital in a rural government workplace, propelling the mundane to hilarious.",https://image.tmdb.org/t/p/w500/adZt0FojpVYen4FxTNF1mg4fFnA.jpg,444770
283216,Celebrity MasterChef India,1,Season 1,2025-01-27,60,,https://image.tmdb.org/t/p/w500/wrGrghyTFfCYBCCrsgtGRtwzILo.jpg,440109
260801,Pehla Pyaar - Less Than 1% Chance,1,Season 1,2024-08-05,40,,https://image.tmdb.org/t/p/w500/hq1uCspGhCyRKtQAQCEj0F1UctX.jpg,405162
153870,Shark Tank India,0,Specials,2022-12-22,30,,,306368
153870,Shark Tank India,1,Season 1,2021-12-20,36,,https://image.tmdb.org/t/p/w500/nbRAI7XITtplOgJ6xNMtiAUy8Ch.jpg,236666
153870,Shark Tank India,2,Season 2,2023-01-02,51,,https://image.tmdb.org/t/p/w500/iGw6R4e4G07xjffVifFLSN3dEAb.jpg,314952
153870,Shark Tank India,3,Season 3,2024-01-22,52,,https://image.tmdb.org/t/p/w500/mcnfDB06UgfKsyBTrL1nlkNoIwp.jpg,372386
153870,Shark Tank India,4,Season 4,2025-01-06,53,,https://image.tmdb.org/t/p/w500/itJ8ovy0bE7Cx20FfCYTv7VRgAJ.jpg,435209
153870,Shark Tank India,5,Season 5,2026-01-05,52,,https://image.tmdb.org/t/p/w500/u0egUhOHs9qX5vNO7OgZqcdaCMO.jpg,491834
124411,Aspirants,0,Specials,2023-10-24,3,,,458746
124411,Aspirants,1,Season 1,2021-04-07,5,"Aspirants is a story of 3 friends - Abhilash, SK, and Guri. The story takes place in the past and the present where the past captures the struggle and the drama behind the making of UPSC aspirants in Old Rajinder Nagar of Delhi, while the present talks about the aftermath.",https://image.tmdb.org/t/p/w500/dHAxJpWuDyFzCRkbPJfWxfWdMBs.jpg,192702
124411,Aspirants,2,Season 2,2023-10-25,5,Abhilash has assumed the position of District Magistrate in Rampur. The emergence of ideological disparities between Abhilash and ALC Sandeep Ohlan has resulted in escalating tensions between them.,https://image.tmdb.org/t/p/w500/lG8wK40jH4EX6dbVFI1fzw2E96N.jpg,360730
124411,Aspirants,3,Season 3,2026-03-13,5,"Inquiry begins on DM Abhilash after ALC Sandeep Ohlan's allegations putting his personal relationship with Deepa, Guri, Dhairya, SK & Sandeep at stake and disrupting his professional goals against a new rival. While the young Abhilash, after having qualified for IRS, decides to attempt for IAS one f",https://image.tmdb.org/t/p/w500/uCMUO2bOuPGG4VN0I3DTWz8bjEd.jpg,503270
216636,Poacher,1,Season 1,2024-02-23,8,"Originally created in Malayalam (മലയാളം), Poacher is a spine-chilling crime thriller about a group of Indian Forest Service officers, NGO workers, police constables and Good Samaritans risk their lives trying to track down the biggest elephant ivory poachers in the history of India and bring them to",https://image.tmdb.org/t/p/w500/87k8iEsv7DvCMrJPtoGTxk6GOZr.jpg,320675
215902,Katha Ankahee,1,Season 1,2022-12-05,260,"Katha is a single mother who's primary job is architecture besides numerous secondary jobs while Viaan is calculated and cold hearted. When their paths cross, how will life unfold?",https://image.tmdb.org/t/p/w500/uhXU0SMPMlemKGHmwbldM60qqmW.jpg,319250
315038,Resort,1,Season 1,2026-03-13,28,A 12th-fail room service boy rises to challenge a ruthless kitchen at a luxurious beachside haven.,https://image.tmdb.org/t/p/w500/dsoTnm41HvXYxIo1HJiCnjsexRb.jpg,502477
119408,Zindagi in Short,1,Season 1,2020-02-19,7,,https://image.tmdb.org/t/p/w500/5OdF8Pu1yPeuhKCuoo7UAnPUApF.jpg,182933
217461,Bindiya Sarkar,1,Season 1,2022-07-25,312,,https://image.tmdb.org/t/p/w500/zO34InpQ3nr3bbr9OnctmVrv4lD.jpg,322405
101352,Panchayat,1,Season 1,2020-03-05,8,"Panchayat is a comedy-drama, which captures the journey of an engineering graduate Abhishek, who for lack of a better job option joins as secretary of a panchayat office in a remote village of Uttar Pradesh.",https://image.tmdb.org/t/p/w500/cPPhduQk1eX0MAE2JDaQRh3UZB5.jpg,146752
101352,Panchayat,2,Season 2,2022-05-18,8,"With the rise of an opponent against Pradhan Ji, village politics of Phulera heats up. Unable to stay neutral, Abhishek sticks his neck out for Pradhan's family.",https://image.tmdb.org/t/p/w500/gRKDEpUPd2pp2msmwdgEW34V0SL.jpg,292202
101352,Panchayat,3,Season 3,2024-05-28,8,"As the Panchayat elections approach, both Pradhan and Bhushan gangs engage in a fierce battle to uplift their public image. Navigating the murky waters of Phulera politics, Abhishek does his best to maintain his objectivity.",https://image.tmdb.org/t/p/w500/wsgfe8YmntJ1uVIkBjBdRdYpJyN.jpg,348204
101352,Panchayat,4,Season 4,2025-06-24,8,"Amidst the much-awaited village panchayat elections, Pradhan’s and Bhushan’s camps battle tooth and nail to maintain the upper hand. The future of everyone, including Abhishek, hangs in the balance.",https://image.tmdb.org/t/p/w500/sGjqP4lKCcvTgappoIb0N0ojR7T.jpg,449577
101352,Panchayat,5,Season 5,,0,,,464464
216289,Pyar Ka Pehla Naam: Radha Mohan,1,Season 1,2022-05-02,504,,https://image.tmdb.org/t/p/w500/a314ON5NhkH7I9pW3yY2TgtPIsj.jpg,319966
103051,Paatal Lok,1,Season 1,2020-05-15,9,"A down and out cop lands the case of a lifetime when four suspects are nabbed in the assassination attempt of a prime time journalist. The case turns out to be a devious maze where nothing is what it looks like. The pursuit of it leads him to the dark netherworld - the 'Paatal Lok', and to shocking ",https://image.tmdb.org/t/p/w500/5z74sba6c7IGVPvFbVsDs1Ew4ku.jpg,149982
103051,Paatal Lok,2,Season 2,2025-01-17,8,"Inspector Hathi Ram Chaudhary, the haggard, unlikely hero, investigates a high-profile murder case that leads him to remote corners of North-East India, where he battles powerful forces and personal tragedies in his pursuit of truth.",https://image.tmdb.org/t/p/w500/aJigkc2loJXmOJQ9wXW0MugFsG8.jpg,384549
130542,Bhagya Lakshmi,1,Season 1,2021-08-03,719,"Hailing from a middle-class family, Lakshmi’s life is upended when she realises that her marriage to Rishi Oberoi, an industrialist’s son, is a sham to keep his death at bay.",https://image.tmdb.org/t/p/w500/gG7VzFKAOuGqCJyHQJRTn9f7UMl.jpg,204689
105759,Undekhi,1,Season 1,2020-07-10,10,,https://image.tmdb.org/t/p/w500/ykLU8701feF2m8ViG4RiJ5haTsk.jpg,155837
105759,Undekhi,2,Season 2,2022-03-04,10,,https://image.tmdb.org/t/p/w500/enb1Ylom4P5ovmDznPeKwEloxO3.jpg,244506
105759,Undekhi,3,Season 3,2024-05-10,8,,https://image.tmdb.org/t/p/w500/j4B2Ibvhhok4mBHAGtl9bMmgpPL.jpg,389258
246483,Maamla Legal Hai,1,Season 1,2024-03-01,8,"Chaos collides with the letter of the law at District Court Patparganj, where quirky employees work to uphold justice — but not without a few objections.",https://image.tmdb.org/t/p/w500/A9krYovvsiUXcQLOnQ2O53MHVwd.jpg,379301
246483,Maamla Legal Hai,2,Season 2,2026-04-03,1,,,503769
308951,"Rimjhim - Choti Umar, Bada Safar",1,Season 1,2025-10-13,1,,,490768
245739,Devar Ji,1,Season 1,2024-01-16,2,,https://image.tmdb.org/t/p/w500/nvkgpSn8z6qEUDWR7K17dESW3Hm.jpg,377934
99811,Qurbaan Hua,1,Season 1,2020-02-25,363,,https://image.tmdb.org/t/p/w500/b2K7BlPIdOqKUhhah4rl7Ei9NR6.jpg,144072
308482,Taskaree: The Smuggler's Web,1,Season 1,2026-01-14,7,,https://image.tmdb.org/t/p/w500/5QtuxMH27ANXmk8GwVav0POCHuM.jpg,489876
157785,Kaamnaa,1,Season 1,2021-11-15,185,,https://image.tmdb.org/t/p/w500/qcDvC9w2lfGzJYQYbyZyAuNm1PL.jpg,244198
254671,Jamnapaar,1,Season 1,2024-05-24,10,"A coming of age journey of Shantanu Bansal (aka Shanky) from Laxmi Nagar, East Delhi, from disowning his Jamnapaar identity to finally embracing his roots and being proud in the highly competitive backdrop of chartered accountancy life.",https://image.tmdb.org/t/p/w500/kZ0HuEVsuvJ259NgfOkWklwWyAO.jpg,394171
254671,Jamnapaar,2,Season 2,2025-10-10,10,"Jamnapaar Season 2 dives deeper into Shanky’s conflicted world, where every step forward comes with a price. Once desperate to escape the lanes of Jamnapaar, Shanky now finds himself fighting to protect everything he once left behind - his family, his roots, and his sense of self.",https://image.tmdb.org/t/p/w500/4Wufaxd1qYv3WGsXSrzwUWMhHd.jpg,477662
238419,Killer Soup,1,Season 1,2024-01-11,8,"Swathi dreams of owning a restaurant. But when murder derails her plan, she and her lover take an outrageous step — to replace him with her husband.",https://image.tmdb.org/t/p/w500/1UEfrC1uRU7gI2s0ENNx05RcIsI.jpg,363373
213635,Khakee: The Bihar Chapter,1,Season 1,2022-11-25,7,"As a righteous cop pursues a merciless criminal in Bihar, he finds himself navigating a deadly chase and a moral battle mired in corruption.",https://image.tmdb.org/t/p/w500/hlSjsZpP7bfy97y0xk3XjYFMsYd.jpg,314986
232281,Taali,1,Season 1,2023-08-15,6,,https://image.tmdb.org/t/p/w500/6Yg9c3JRUn5OPY3aHkA2afbva7j.jpg,352033
249543,Inspector Rishi,1,Season 1,2024-03-29,10,"A sceptic crime branch Inspector Rishi Nandhan assisted by his two trusted sub-inspectors Ayyanar and Chitra, investigates a series of bizarre murders in a small mountain village, supposedly committed by a deadly forest spirit called the Vanaratchi.",https://image.tmdb.org/t/p/w500/w5jcmfhqjGQxtXvWQ2xt60ueGZA.jpg,384463
249543,Inspector Rishi,2,Season 2,,0,"Inspector Rishi and his team return to investigate a series of strange abductions - victims reappear scarred, memoryless, and disturbingly inhuman. As bodies mount and mysterious lights blaze across the sky, an ancient megalith reveals a forgotten prophecy that may link Rishi to a looming, otherworl",,505934
249857,Follow Kar Lo Yaar,1,Season 1,2024-08-23,9,,https://image.tmdb.org/t/p/w500/lMAREZKowRvq4h4rwobgqmhevnZ.jpg,384921
102084,Hasmukh,1,Season 1,2020-04-17,10,"A timid, small-town comedian's long-awaited big break takes a dark turn when he realizes committing murder is the only way to keep his onstage mojo.",https://image.tmdb.org/t/p/w500/tTZTMSEGqoiVTDqsO8TX1OyoR8r.jpg,148201
213636,Mukhbir: The Story of a Spy,1,Season 1,2022-11-11,8,,https://image.tmdb.org/t/p/w500/dPDfSdxWryhOas3y8FYe32BlWdf.jpg,314987
209326,Rajjo,1,Season 1,2022-08-22,190,,,306913
113877,Fabulous Lives of Bollywood Wives,1,Season 1,2020-11-27,8,,,170417
113877,Fabulous Lives of Bollywood Wives,2,Season 2,2022-09-02,8,"In a season of fresh starts, the wives redefine relationships, careers and personal goals — all with their signature mix of cheeky quips and camaraderie.",,306955
113877,Fabulous Lives of Bollywood Wives,3,Fabulous Lives vs Bollywood Wives,2024-10-18,8,"This season - brace yourselves as the OG Bombay Wives collide with the new, blazing Delhi wives.",https://image.tmdb.org/t/p/w500/6XfR8D8B0LPhTBSbX8R2CTxGOXt.jpg,420112
261296,Angry Young Men,1,Limited Series,2024-08-20,3,,https://image.tmdb.org/t/p/w500/p9I3BhvTWxwFicFCNDm19LudevM.jpg,405985
208199,Duranga,1,Season 1,2022-08-19,9,,https://image.tmdb.org/t/p/w500/10Mrgj5xuuRDN2YZHwNBQ8WDByL.jpg,304756
208199,Duranga,2,Season 2,2023-10-24,8,"The fight for identity becomes more intense as Abhishek Banne tries to sort through a web of falsehoods, defend those he loves, and face the mysterious Sammit Patel.",https://image.tmdb.org/t/p/w500/plBuTH7YwdueFWGI3Bcbp5qoOcc.jpg,360659
241926,Showtime,1,Season 1,2024-03-08,7,,https://image.tmdb.org/t/p/w500/wgzalKLYDG4qpd0bBdGITJZuoM0.jpg,370662
305702,Nadu Center,1,Season 1,2025-11-20,17,,https://image.tmdb.org/t/p/w500/q1Z3Q43sTPzo8DYguUSbKV9rkAI.jpg,485040
96870,Jamtara – Sabka Number Ayega,1,Season 1,2020-01-10,10,"A group of small-town young men run a lucrative phishing operation, until a corrupt politician wants in on their scheme -- and a cop wants to fight it.",https://image.tmdb.org/t/p/w500/fo4om3CzxrqQOsYD94UGIWBNU3f.jpg,139078
96870,Jamtara – Sabka Number Ayega,2,Season 2,2022-09-23,8,"New scams, higher stakes, same old town. In Jamtara, no one is spared from the web of corruption and treachery.",https://image.tmdb.org/t/p/w500/ewCGnOz5VBhT8CD8NTSvo9OLybW.jpg,308049
138399,3 Roses,1,Season 1,2021-11-12,8,"Three Best friends – Jhanvi, Ritu, & Indu – living their lives their ways. They love, they fight, they hang out, they enjoy, & they do everything that a modern Indian woman does.",https://image.tmdb.org/t/p/w500/6qvF6MpK0R4CwIbanrf8NPX9LP4.jpg,219190
138399,3 Roses,2,Season 2,2025-12-12,6,"Three ambitious women Ritu, Meghana, and Srishti launch their own advertising agency, navigating eccentric clients, financial hurdles, and complicated personal relationships while fighting for success in a male dominated industry. As friendships are tested and past connections resurface, they must j",https://image.tmdb.org/t/p/w500/iMgPDtofGe12epy67F6MxhKd869.jpg,489636
136569,Udaariyaan,1,Season 1,2021-01-15,100,,,215994
136569,Udaariyaan,2,Season 2,,0,,,446908
136569,Udaariyaan,3,Season 3,,0,,,446909
215103,Teri Meri Doriyaann,1,Season 1,2023-01-04,270,"It’s hate at first sight for Sahiba and Angad! But destined to be together, their lives get intertwined by a marriage alliance, and a love-hate story ensues.",https://image.tmdb.org/t/p/w500/xLbPcGmxirKiWZQ64xlv6MfBULR.jpg,317571
202237,Bambai Meri Jaan,1,Season 1,2023-09-14,10,"Bambai Meri Jaan chronicles the life of gangster Dara Kadri through the eyes of his father, an ex-cop, Ismail Kadri. In this season, we see how Dara puts everything on the line, including his family. He goes on to become a cold-blooded, fearless gangster who uses his business acumen to fight not onl",https://image.tmdb.org/t/p/w500/wjwvwU5yijR0gNvKFkeepecD6WQ.jpg,294164
156903,Mithya,1,Season 1,2022-02-18,6,"When a Hindi professor accuses her student of plagiarism, a bizarre chain of psychological crimes ensue. What begins as a matter of academic deception, quickly escalates into psychological warfare between the two and neither is willing to give up.",https://image.tmdb.org/t/p/w500/7R9ug7tfLRlVnhzgGm5MG2jPIgv.jpg,242508
156903,Mithya,2,Season 2: The Darker Chapter,2024-11-01,6,"The stakes are much higher this season as Juhi and Rhea set out to seek revenge against each other. With the unexpected death of a close one, what lies next for the estranged sisters?",,424554
312683,Dear N Devil,1,Season 1,2025-10-25,6,,https://image.tmdb.org/t/p/w500/tJioMEfqp1v6T19U7s0hX19XYpF.jpg,497696
224958,The Twisted Timeline of Sammy & Raj,1,Season 1,2023-01-09,40,,,337857
308833,Suranga,1,Season 1,2022-12-09,9,,https://image.tmdb.org/t/p/w500/4nwg25cPOhWL9iyeDqOQRk0rAOE.jpg,490590
115212,Shaurya Aur Anokhi Ki Kahani,1,Season 1,2020-12-21,186,"Sparks fly when masked modern-day misogynist Shaurya comes across Anokhi, a headstrong girl. With their clashing ideologies on the line, will opposites attract?",https://image.tmdb.org/t/p/w500/4bvQ4SCEQdKVKyaBy7Nybgwcwk4.jpg,173451
216284,Hasratein,1,Season 1,2022-12-12,5,,https://image.tmdb.org/t/p/w500/9ng6iEsgclvmjOYLL0CUC1cjQZw.jpg,319954
216284,Hasratein,2,Season 2,2025-04-15,6,,https://image.tmdb.org/t/p/w500/7cGr93kEpf52p3T2hFqvmnW0p1U.jpg,453316
216284,Hasratein,3,Season 3,2026-01-22,6,,https://image.tmdb.org/t/p/w500/dkPklqCfBMCw7Of0Eir1MSOV0QW.jpg,503672
205505,TamilRockerz,1,Season 1,2022-08-19,8,"Tamil Rockerz, an anonymous cyber pirates are threatening to release a highly anticipated film featuring a massively popular star. It's up to the cop Rudra to find the lawbreakers and bring them to justice.",https://image.tmdb.org/t/p/w500/q9Nsn1lPhOS3VclEB3wcth9IlnL.jpg,299930
254896,Uppu Puli Kaaram,1,Season 1,2024-05-30,128,A hotel owner and father of four faces a predicament with the arrival of his abandoned son. Will the family dynamics get spicier or sour?,https://image.tmdb.org/t/p/w500/wI8XsFDLZqjBygYJNysamQqJAdU.jpg,394703
204898,Lokkhi Kakima Superstar,1,Season 1,2022-02-14,294,,,298815
258427,Freedom at Midnight,1,Season 1,2024-11-15,7,"Freedom at Midnight (Season 1) is a historical drama series based on the book by Collins & Lapierre, detailing India's turbulent journey to independence and Partition, focusing on the intense political struggles between Nehru/Patel (Congress) and Jinnah (Muslim League), Mountbatten's role, Gandhi's ",https://image.tmdb.org/t/p/w500/c0CZxh6PgQKy2v9Fq3yufk3UORk.jpg,400838
258427,Freedom at Midnight,2,Season 2,2026-01-09,7,"Based on Larry Collins and Dominique Lapierre's bestselling book, Freedom At Midnight dramatizes the events leading to India's Partition and its socio-political upheaval. Starring Sidhant Gupta, Chirag Vohra, Rajendra Chawla, Luke McGibney, Cordelia Bugeja, Arif Zakaria, and Ira Dubey, the acclaimed",https://image.tmdb.org/t/p/w500/zkgdoijIPnznO6X6ch3ozrxBmii.jpg,488762
241635,Naagini,1,Season 1,2021-10-02,230,,https://image.tmdb.org/t/p/w500/hlkE0y0KKPUxdJInKCfhVBvAaTq.jpg,369991
255264,Suhagan Chudail,1,Season 1,2024-05-27,69,,https://image.tmdb.org/t/p/w500/rLIVYYo8iT8Y5lf7mqajzCVCJGE.jpg,395402
285754,Kanneda,1,Season 1,2025-03-21,8,,https://image.tmdb.org/t/p/w500/zzKAINuW4ukq87zz2uIcjlJzCRx.jpg,445102
197495,MY3,1,Season 1,2023-09-15,9,"A rich entrepreneur struggling with an allergy to human touch finds a solution in a robot. But when it crashes before delivery, a 'real' replacement is sent.",https://image.tmdb.org/t/p/w500/b2MgUZowk9y5SkIGdPcOBjONc02.jpg,287447
228293,Badtameez Dil,1,Season 1,2023-06-09,10,,https://image.tmdb.org/t/p/w500/r4upnkITnEemIjwd2pi9ld4Wang.jpg,344451
99522,Pawan & Pooja,1,Season 1,2020-02-14,10,,https://image.tmdb.org/t/p/w500/pEQB4ygsYUICgNWJn6Ko00F3Tnk.jpg,143532
224744,Save the Tigers,1,Season 1,2023-04-27,6,"Save the Tigers is an Indian Telugu-language comedy drama thriller television series written by Pradeep Advaitham and Mahi V Raghav and directed by Teja Kakumanu. The series produced by Mahi V Raghav and Chinna Vasudeva Reddy under Three Autumn Leaves. It stars Priyadarshi Pulikonda, Abhinav Gomatam",https://image.tmdb.org/t/p/w500/w7l7PmDgJXaIYEt1KLqEFzHLb6m.jpg,337513
